od,hora_do_dia,n_viagens_validacao_hora,n_viagens_sintetico_hora,validacao_pct,sintetico_pct,validacao_pct_por_od,sintetico_pct_por_od,similaridade_hora_dot
upper east side north-midtown center,7,550,958,0.027595951122051373,0.02216294111019678,10.702471297917883,8.99361622230567,0.07314947135790988
upper east side north-midtown center,8,660,1293,0.033115141346461645,0.02991303012054743,12.84296555750146,12.13856552760045,0.07314947135790988
upper east side north-midtown center,9,559,1055,0.028047521231321305,0.024406996734089356,10.877602646429265,9.904243334585054,0.07314947135790988
upper east side north-midtown center,10,374,798,0.018765246762994934,0.018461406060477067,7.27768048258416,7.491550882463387,0.07314947135790988
upper east side north-midtown center,11,393,768,0.019718561438120345,0.017767368238654623,7.647402218330414,7.209913631242959,0.07314947135790988
upper east side north-midtown center,12,294,722,0.014751290236151099,0.016703176911860206,5.720957384705196,6.778069846038302,0.07314947135790988
upper east side north-midtown center,13,295,713,0.014801464692736646,0.01649496556531347,5.740416423428683,6.693578670672175,0.07314947135790988
upper east side north-midtown center,14,303,661,0.015202860345421029,0.015291966674154563,5.896088733216579,6.205407435223432,0.07314947135790988
upper east side north-midtown center,15,316,635,0.01585512828103315,0.01469046722857511,6.149056236621911,5.961321817499061,0.07314947135790988
upper east side north-midtown center,16,275,538,0.013797975561025686,0.012446411604682536,5.351235648958942,5.050694705219677,0.07314947135790988
upper east side north-midtown center,17,298,623,0.01495198806249329,0.014412852099846132,5.798793539599144,5.84866691701089,0.07314947135790988
upper east side north-midtown center,18,248,531,0.012443265233215891,0.012284469446257298,4.825841603424791,4.984979346601577,0.07314947135790988
upper east side north-midtown center,19,159,288,0.007977738597102123,0.0066627630894954834,3.0939871570344426,2.7037176117161095,0.07314947135790988
upper east side north-midtown center,20,73,242,0.0036627353307450003,0.005598571762701066,1.4205098268145553,2.2718738265114533,0.07314947135790988
upper east side north-midtown center,21,78,166,0.003913607613672741,0.003840342614084202,1.5178050204319906,1.5583927900863688,0.07314947135790988
upper east side north-midtown center,22,51,124,0.0025588972858629454,0.0028686896635327776,0.99241097489784,1.1641006383777694,0.07314947135790988
upper east side north-midtown center,23,19,57,0.000953314675125411,0.0013186718614626477,0.3697217357462541,0.5351107773188134,0.07314947135790988
lincoln square east-upper west side south,0,57,137,0.0028599440253762333,0.003169439386322504,1.1148053980050852,1.21260400070809,0.0642500553173617
lincoln square east-upper west side south,1,25,47,0.0012543614146386989,0.0010873259208551657,0.4889497359671426,0.4160028323597097,0.0642500553173617
lincoln square east-upper west side south,2,3,11,0.00015052336975664385,0.0002544805346682303,0.058673968316057104,0.09736236502035758,0.0642500553173617
lincoln square east-upper west side south,3,5,7,0.0002508722829277398,0.00016194215842523744,0.09778994719342853,0.061957868649318466,0.0642500553173617
lincoln square east-upper west side south,4,2,11,0.0001003489131710959,0.0002544805346682303,0.03911597887737141,0.09736236502035758,0.0642500553173617
lincoln square east-upper west side south,5,2,7,0.0001003489131710959,0.00016194215842523744,0.03911597887737141,0.061957868649318466,0.0642500553173617
lincoln square east-upper west side south,6,21,43,0.001053663588296507,0.0009947875446121729,0.41071777821239974,0.38059833598867054,0.0642500553173617
lincoln square east-upper west side south,7,79,156,0.003963782070258288,0.0036089966734767203,1.5450811656561707,1.3807753584705258,0.0642500553173617
lincoln square east-upper west side south,8,172,290,0.008630006532714247,0.006709032277616979,3.363974183453941,2.5668259869003363,0.0642500553173617
lincoln square east-upper west side south,9,140,288,0.007024423921976712,0.0066627630894954834,2.7381185214159984,2.5491237387148167,0.0642500553173617
lincoln square east-upper west side south,10,215,408,0.01078750816589281,0.009438914376785268,4.204967729317426,3.6112586298459903,0.0642500553173617
lincoln square east-upper west side south,11,204,500,0.010235589143451782,0.011567297030374103,3.989829845491884,4.42556204637989,0.0642500553173617
lincoln square east-upper west side south,12,276,611,0.013848150017611234,0.014135236971117153,5.398005085077254,5.408036820676226,0.0642500553173617
lincoln square east-upper west side south,13,314,572,0.015754779367862057,0.013232987802747972,6.141208683747311,5.062842981058594,0.0642500553173617
lincoln square east-upper west side south,14,290,651,0.014550592409808905,0.015060620733547083,5.671816937218853,5.762081784386617,0.0642500553173617
lincoln square east-upper west side south,15,350,625,0.017561059804941784,0.014459121287967627,6.845296303539997,5.531952557974862,0.0642500553173617
lincoln square east-upper west side south,16,368,774,0.018464200023481644,0.01790617580301911,7.197340113436339,6.85077004779607,0.0642500553173617
lincoln square east-upper west side south,17,418,886,0.020972922852759042,0.02049725033782291,8.175239585370624,7.842095946185165,0.0642500553173617
lincoln square east-upper west side south,18,443,884,0.022227284267397743,0.020450981149701414,8.664189321337766,7.824393697999646,0.0642500553173617
lincoln square east-upper west side south,19,397,740,0.019919259264462533,0.017119599604953673,7.764521807158224,6.549831828642237,0.0642500553173617
lincoln square east-upper west side south,20,304,805,0.015253034802006576,0.018623348218902307,5.945628789360454,7.125154894671623,0.0642500553173617
lincoln square east-upper west side south,21,411,1105,0.020621701656660208,0.025563726437126767,8.038333659299823,9.780492122499558,0.0642500553173617
lincoln square east-upper west side south,22,439,1166,0.02202658644105555,0.026974936674832403,8.585957363583024,10.320410692157903,0.0642500553173617
lincoln square east-upper west side south,23,178,574,0.008931053272227535,0.013279256990869468,3.481322120086055,5.080545229244114,0.0642500553173617
jfk airport-jfk airport,0,181,255,0.009081576641984179,0.0058993214854907924,3.685603746691102,2.578101304215954,0.054509733369228555
jfk airport-jfk airport,1,74,129,0.0037129097873305483,0.0029843626338365184,1.5068214212991244,1.3042159538974827,0.054509733369228555
jfk airport-jfk airport,2,24,35,0.0012041869580531508,0.0008097107921261872,0.4886988393402566,0.3538570417551309,0.054509733369228555
jfk airport-jfk airport,3,28,53,0.0014048847843953426,0.001226133485219655,0.570148645896966,0.5358406632291982,0.054509733369228555
jfk airport-jfk airport,4,45,82,0.002257850546349658,0.001897036712981353,0.916310323762981,0.8290364978263067,0.054509733369228555
jfk airport-jfk airport,5,96,229,0.004816747832212603,0.005297822039911339,1.9547953573610264,2.3152360731978563,0.054509733369228555
jfk airport-jfk airport,6,127,398,0.006372155986364589,0.009207568436177786,2.5860313581755245,4.023860074815489,0.054509733369228555
jfk airport-jfk airport,7,189,407,0.009482972294668563,0.00941577978272452,3.8485033598045204,4.114851885552522,0.054509733369228555
jfk airport-jfk airport,8,140,269,0.007024423921976712,0.006223205802341268,2.8507432294848303,2.7196441209180064,0.054509733369228555
jfk airport-jfk airport,9,180,244,0.009031402185398631,0.005644840950822562,3.665241295051924,2.4668890910929124,0.054509733369228555
jfk airport-jfk airport,10,133,287,0.0066732027258778765,0.006639628495434734,2.708206068010589,2.9016277423920736,0.054509733369228555
jfk airport-jfk airport,11,164,350,0.008228610880029864,0.008097107921261872,3.3394420688250865,3.5385704175513095,0.054509733369228555
jfk airport-jfk airport,12,208,485,0.010436286969793974,0.011220278119462879,4.23538994094889,4.903447578606814,0.054509733369228555
jfk airport-jfk airport,13,254,639,0.012744311972729178,0.014783005604818104,5.172062716351049,6.46041856232939,0.054509733369228555
jfk airport-jfk airport,14,381,827,0.019116467959093768,0.019132309288238766,7.758094074526572,8.361136386614094,0.054509733369228555
jfk airport-jfk airport,15,406,833,0.02037082937373247,0.019271116852603253,8.267155365506007,8.421797593772116,0.054509733369228555
jfk airport-jfk airport,16,440,870,0.022076760897641098,0.020127096832850938,8.959478721238037,8.795875037913255,0.054509733369228555
jfk airport-jfk airport,17,311,648,0.015604255998105413,0.014991216951364838,6.332722459784159,6.551410373066425,0.054509733369228555
jfk airport-jfk airport,18,324,647,0.016256523933717536,0.01496808235730409,6.597434331093463,6.541300171873421,0.054509733369228555
jfk airport-jfk airport,19,328,565,0.016457221760059728,0.013071045644322737,6.678884137650173,5.712263674047113,0.054509733369228555
jfk airport-jfk airport,20,246,496,0.012342916320044797,0.01147475865413111,5.00916310323763,5.014659791729856,0.054509733369228555
jfk airport-jfk airport,21,228,404,0.011439776101504933,0.009346376000542275,4.642638973732438,4.084521281973511,0.054509733369228555
jfk airport-jfk airport,22,188,358,0.009432797838083014,0.008282184673747858,3.828140908165343,3.619452027095339,0.054509733369228555
jfk airport-jfk airport,23,216,381,0.010837682622478357,0.008814280337145066,4.398289554062309,3.8519866545344255,0.054509733369228555
laguardia airport-times sq/theatre district,0,98,166,0.004917096745383699,0.003840342614084202,2.022703818369453,1.8522651193929924,0.06287344639872651
laguardia airport-times sq/theatre district,1,26,34,0.0013045358712242467,0.000786576198065439,0.5366357069143447,0.3793796027672395,0.06287344639872651
laguardia airport-times sq/theatre district,2,6,17,0.0003010467395132877,0.0003932880990327195,0.12383900928792571,0.18968980138361974,0.06287344639872651
laguardia airport-times sq/theatre district,3,2,8,0.0001003489131710959,0.00018507675248598563,0.0412796697626419,0.08926578888640928,0.06287344639872651
laguardia airport-times sq/theatre district,4,0,6,0.0,0.00013880756436448924,0.0,0.06694934166480697,0.06287344639872651
laguardia airport-times sq/theatre district,5,0,15,0.0,0.00034701891091122307,0.0,0.1673733541620174,0.06287344639872651
laguardia airport-times sq/theatre district,6,2,16,0.0001003489131710959,0.00037015350497197127,0.0412796697626419,0.17853157777281856,0.06287344639872651
laguardia airport-times sq/theatre district,7,80,149,0.004013956526843837,0.0034470545150514825,1.6511867905056758,1.6625753180093727,0.06287344639872651
laguardia airport-times sq/theatre district,8,139,392,0.006974249465391165,0.009068760871813297,2.868937048503612,4.374023655434055,0.06287344639872651
laguardia airport-times sq/theatre district,9,280,498,0.014048847843953424,0.011521027842252606,5.779153766769865,5.556795358178978,0.06287344639872651
laguardia airport-times sq/theatre district,10,422,738,0.021173620679101234,0.017073330416832174,8.71001031991744,8.234769024771255,0.06287344639872651
laguardia airport-times sq/theatre district,11,343,608,0.017209838608842946,0.01406583318893491,7.079463364293086,6.7841999553671055,0.06287344639872651
laguardia airport-times sq/theatre district,12,421,624,0.021123446222515687,0.014435986693906881,8.68937048503612,6.962731533139924,0.06287344639872651
laguardia airport-times sq/theatre district,13,372,675,0.01866489784982384,0.015615850991005037,7.678018575851393,7.531800937290783,0.06287344639872651
laguardia airport-times sq/theatre district,14,428,677,0.021474667418614524,0.015662120179126535,8.833849329205366,7.554117384512386,0.06287344639872651
laguardia airport-times sq/theatre district,15,430,719,0.02157501633178562,0.01663377312967796,8.875128998968009,8.022762776166035,0.06287344639872651
laguardia airport-times sq/theatre district,16,349,618,0.017510885348356237,0.01429717912954239,7.20330237358101,6.895782191475116,0.06287344639872651
