od,hora_do_dia,dia_da_semana,n_viagens
west village-greenwich village south,22,0,229
two bridges/seward park-lenox hill east,7,0,7
hudson sq-park slope,17,0,2
east new york-crown heights north,18,0,2
midtown center-east harlem south,17,0,130
east village-central harlem north,0,0,27
east chelsea-bensonhurst west,14,0,1
bedford park-east chelsea,11,0,1
east williamsburg-forest hills,7,0,1
yorkville east-east village,13,0,19
jfk airport-sutton place/turtle bay north,5,0,16
midtown north-greenwich village south,12,0,35
times sq/theatre district-yorkville east,19,0,97
prospect-lefferts gardens-crown heights south,17,0,3
lincoln square east-meatpacking/west village west,17,0,61
lower east side-jfk airport,7,0,12
east flatbush/farragut-clinton hill,9,0,1
brooklyn heights-clinton hill,10,0,1
canarsie-brownsville,10,0,3
un/turtle bay south-jackson heights,22,0,6
howard beach-homecrest,14,0,1
pelham bay-lenox hill east,10,0,2
jfk airport-dyker heights,9,0,2
lower east side-bushwick south,19,0,1
cobble hill-boerum hill,13,0,2
washington heights south-clinton west,8,0,5
bloomingdale-midtown south,15,0,1
cypress hills-ridgewood,11,0,1
lenox hill west-penn station/madison sq west,1,0,8
lower east side-battery park,9,0,2
east flatbush/farragut-downtown brooklyn/metrotech,9,0,1
sunnyside-kips bay,9,0,2
east concourse/concourse village-sutton place/turtle bay north,9,0,1
flatlands-east flatbush/farragut,22,0,1
midtown north-prospect-lefferts gardens,7,0,3
hudson sq-carroll gardens,19,0,6
long island city/hunters point-lower east side,19,0,1
crown heights south-ocean parkway south,11,0,1
old astoria-east harlem north,11,0,1
lincoln square east-bensonhurst east,11,0,1
laguardia airport-bushwick south,2,0,1
central harlem north-west concourse,7,0,2
prospect-lefferts gardens-downtown brooklyn/metrotech,13,0,2
greenwich village south-clinton west,10,0,10
lincoln square west-central park,16,0,40
lenox hill west-garment district,8,0,63
forest hills-jfk airport,10,0,1
manhattanville-lenox hill east,11,0,2
tribeca/civic center-williamsburg (south side),7,0,2
morningside heights-un/turtle bay south,21,0,11
bloomingdale-bushwick south,8,0,2
yorkville east-two bridges/seward park,18,0,11
ocean hill-kingsbridge heights,11,0,1
central harlem north-east chelsea,15,0,2
kips bay-fort greene,16,0,2
east village-yorkville west,20,0,87
lenox hill east-gramercy,20,0,56
flatbush/ditmas park-gramercy,14,0,1
lenox hill east-morrisania/melrose,23,0,2
bushwick south-middle village,22,0,1
lincoln square west-financial district north,20,0,10
bayside-kips bay,14,0,2
lenox hill east-elmhurst/maspeth,12,0,2
midtown east-north corona,16,0,1
manhattanville-upper east side south,15,0,4
un/turtle bay south-east harlem south,17,0,19
meatpacking/west village west-stuy town/peter cooper village,20,0,11
east village-norwood,23,0,1
west chelsea/hudson yards-east chelsea,5,0,5
flushing meadows-corona park-midtown south,7,0,2
east flatbush/remsen village-financial district north,11,0,1
lincoln square east-astoria,10,0,3
penn station/madison sq west-gramercy,16,0,196
battery park city-chinatown,17,0,29
dyker heights-tribeca/civic center,12,0,1
jfk airport-mount hope,9,0,3
clinton hill-bushwick north,3,0,1
central park-williamsburg (south side),15,0,3
midtown center-borough park,11,0,1
east village-williamsburg (south side),9,0,3
hudson sq-murray hill,7,0,15
yorkville east-gramercy,10,0,45
greenpoint-gramercy,10,0,1
west chelsea/hudson yards-times sq/theatre district,21,0,252
lincoln square west-mott haven/port morris,0,0,1
washington heights north-clinton east,17,0,2
bushwick south-two bridges/seward park,6,0,1
lower east side-lenox hill west,9,0,8
long island city/queens plaza-steinway,10,0,2
hamilton heights-east concourse/concourse village,11,0,1
dumbo/vinegar hill-dumbo/vinegar hill,13,0,4
dumbo/vinegar hill-red hook,7,0,2
midwood-lenox hill east,6,0,1
mount hope-tribeca/civic center,8,0,1
flatbush/ditmas park-lenox hill west,22,0,1
lenox hill east-east elmhurst,16,0,2
murray hill-flatbush/ditmas park,10,0,2
little italy/nolita-upper west side north,9,0,5
garment district-manhattan beach,5,0,1
midwood-richmond hill,11,0,1
gramercy-dumbo/vinegar hill,23,0,6
east village-manhattanville,15,0,2
chinatown-crown heights north,19,0,2
kips bay-stuyvesant heights,1,0,3
jfk airport-bayside,1,0,7
east williamsburg-prospect park,9,0,1
gramercy-east harlem south,23,0,45
soho-murray hill,6,0,12
un/turtle bay south-midtown north,0,0,7
midtown north-upper east side south,13,0,494
east chelsea-van cortlandt village,19,0,4
manhattanville-midtown south,20,0,2
greenpoint-central harlem north,20,0,1
bensonhurst west-two bridges/seward park,6,0,1
park slope-lenox hill west,19,0,1
lincoln square west-central park,9,0,68
times sq/theatre district-prospect heights,15,0,1
brownsville-bushwick south,16,0,1
financial district north-crotona park east,16,0,1
midtown center-west concourse,14,0,3
flatiron-inwood,0,0,3
flatiron-crown heights north,13,0,1
tribeca/civic center-flushing,2,0,2
east chelsea-east chelsea,5,0,36
union sq-lincoln square west,17,0,75
richmond hill-financial district south,7,0,1
yorkville west-yorkville west,17,0,323
jfk airport-lincoln square east,20,0,119
jackson heights-clinton hill,13,0,1
jfk airport-long island city/hunters point,15,0,57
hammels/arverne-brownsville,0,0,1
flatlands-midwood,15,0,1
financial district south-midtown north,3,0,1
lincoln square west-clinton hill,4,0,1
greenpoint-glendale,23,0,1
murray hill-east harlem south,9,0,38
upper east side south-clinton west,23,0,30
madison-bedford,8,0,1
elmhurst/maspeth-kew gardens,7,0,1
bloomingdale-financial district south,18,0,1
laguardia airport-bensonhurst east,12,0,2
little italy/nolita-times sq/theatre district,21,0,84
midtown north-long island city/hunters point,4,0,1
upper east side south-brooklyn heights,20,0,12
soho-greenwich village north,14,0,46
flatbush/ditmas park-gramercy,19,0,1
greenwich village south-boerum hill,18,0,6
east village-crown heights north,16,0,3
kips bay-hamilton heights,17,0,4
midtown center-upper west side north,1,0,16
east chelsea-central harlem north,23,0,29
times sq/theatre district-penn station/madison sq west,10,0,297
world trade center-seaport,19,0,13
lower east side-gramercy,14,0,46
battery park-murray hill,20,0,2
penn station/madison sq west-mott haven/port morris,12,0,1
washington heights north-lincoln square east,13,0,2
central harlem-woodside,8,0,1
lower east side-lincoln square west,0,0,24
greenwich village south-un/turtle bay south,22,0,96
bloomingdale-gramercy,21,0,6
borough park-crown heights north,19,0,1
soho-windsor terrace,12,0,1
east chelsea-central harlem north,1,0,13
yorkville east-forest hills,14,0,1
two bridges/seward park-washington heights south,22,0,1
tribeca/civic center-washington heights north,13,0,1
washington heights south-upper west side south,23,0,3
far rockaway-melrose south,10,0,1
hamilton heights-east harlem south,19,0,6
financial district north-flatbush/ditmas park,16,0,1
penn station/madison sq west-long island city/queens plaza,23,0,6
financial district south-kips bay,0,0,8
west chelsea/hudson yards-world trade center,19,0,23
murray hill-prospect-lefferts gardens,12,0,1
clinton east-spuyten duyvil/kingsbridge,10,0,1
central park-east harlem south,5,0,5
riverdale/north riverdale/fieldston-garment district,6,0,1
kips bay-sunnyside,5,0,1
co-op city-co-op city,7,0,6
upper west side south-marble hill,22,0,5
crown heights north-bay ridge,13,0,1
clinton east-bay ridge,0,0,2
penn station/madison sq west-mount hope,2,0,1
midtown north-manhattanville,7,0,7
midtown south-columbia street,22,0,2
clinton east-woodside,23,0,10
greenwich village north-garment district,9,0,34
williamsburg (north side)-clinton hill,12,0,1
upper west side north-midtown east,14,0,57
jfk airport-cypress hills,14,0,12
lenox hill west-forest hills,10,0,1
flatiron-east harlem south,18,0,10
steinway-maspeth,12,0,1
garment district-meatpacking/west village west,18,0,60
lincoln square west-upper east side north,16,0,142
central park-gramercy,19,0,31
battery park city-midtown south,9,0,33
central park-lenox hill east,14,0,113
times sq/theatre district-columbia street,15,0,1
laguardia airport-elmhurst/maspeth,18,0,13
fort greene-jfk airport,13,0,1
mount hope-east concourse/concourse village,8,0,1
yorkville east-manhattan valley,1,0,2
financial district north-lenox hill east,5,0,1
penn station/madison sq west-queensbridge/ravenswood,11,0,2
greenwich village north-flatbush/ditmas park,23,0,3
little italy/nolita-laguardia airport,3,0,4
jfk airport-manhattan beach,0,0,3
flatiron-washington heights south,12,0,2
central park-washington heights north,2,0,1
west village-gramercy,8,0,65
little italy/nolita-greenwich village south,11,0,19
soundview/castle hill-westchester village/unionport,8,0,2
hamilton heights-upper west side north,19,0,5
jfk airport-east flatbush/farragut,7,0,19
world trade center-times sq/theatre district,17,0,99
central park-lenox hill west,0,0,14
financial district north-flatbush/ditmas park,18,0,2
bay ridge-queens village,14,0,1
hudson sq-boerum hill,22,0,7
briarwood/jamaica hills-starrett city,8,0,1
financial district south-meatpacking/west village west,17,0,11
financial district south-hudson sq,8,0,3
east harlem south-soundview/castle hill,13,0,1
east new york/pennsylvania avenue-sunset park west,7,0,1
williamsburg (north side)-union sq,21,0,1
carroll gardens-sunset park west,6,0,1
lincoln square east-williamsburg (north side),19,0,4
sunnyside-financial district south,5,0,1
west chelsea/hudson yards-jackson heights,15,0,1
east harlem south-mott haven/port morris,6,0,6
flatiron-upper west side south,3,0,7
union sq-upper west side south,5,0,2
clinton east-middle village,15,0,1
financial district north-dyker heights,22,0,1
world trade center-east chelsea,6,0,13
laurelton-east new york/pennsylvania avenue,11,0,1
upper east side north-queensbridge/ravenswood,10,0,2
flushing meadows-corona park-woodside,19,0,1
soho-east village,15,0,78
bushwick north-bushwick south,18,0,2
bay terrace/fort totten-crown heights north,7,0,1
clinton west-bloomingdale,13,0,4
gramercy-stuyvesant heights,8,0,3
financial district north-lincoln square east,20,0,7
penn station/madison sq west-midtown north,13,0,285
financial district south-alphabet city,17,0,6
downtown brooklyn/metrotech-claremont/bathgate,12,0,1
lenox hill west-sutton place/turtle bay north,16,0,313
inwood-woodside,13,0,1
east new york-gravesend,19,0,1
brooklyn heights-stuyvesant heights,22,0,1
world trade center-erasmus,17,0,2
midtown east-kips bay,17,0,231
kips bay-dumbo/vinegar hill,10,0,6
hamilton heights-lenox hill east,15,0,1
two bridges/seward park-lenox hill west,10,0,3
times sq/theatre district-gramercy,4,0,6
penn station/madison sq west-east harlem north,12,0,9
soho-greenwich village south,10,0,12
lenox hill west-downtown brooklyn/metrotech,21,0,1
times sq/theatre district-morningside heights,14,0,28
upper east side north-spuyten duyvil/kingsbridge,21,0,2
upper west side south-battery park city,13,0,18
yorkville west-flushing meadows-corona park,19,0,1
clinton east-east tremont,22,0,1
two bridges/seward park-borough park,20,0,1
clinton west-greenwich village south,6,0,4
east chelsea-gowanus,10,0,2
brooklyn navy yard-two bridges/seward park,18,0,1
east elmhurst-greenwich village north,8,0,3
midtown north-jfk airport,9,0,87
gowanus-lower east side,21,0,1
red hook-chinatown,7,0,2
manhattanville-west chelsea/hudson yards,14,0,8
red hook-clinton hill,12,0,1
astoria-prospect-lefferts gardens,5,0,2
greenwich village north-old astoria,3,0,1
yorkville west-stuy town/peter cooper village,18,0,10
little italy/nolita-bloomingdale,2,0,1
penn station/madison sq west-queensboro hill,10,0,1
central harlem-midtown south,8,0,7
lenox hill east-central harlem north,17,0,14
alphabet city-tribeca/civic center,13,0,4
kew gardens-tribeca/civic center,14,0,1
west concourse-morningside heights,15,0,1
west chelsea/hudson yards-east chelsea,23,0,112
baisley park-dyker heights,16,0,1
south ozone park-marine park/mill basin,19,0,2
crown heights south-east harlem north,19,0,1
bedford-west chelsea/hudson yards,19,0,1
east elmhurst-erasmus,11,0,1
two bridges/seward park-lenox hill west,18,0,6
sunnyside-hillcrest/pomonok,17,0,1
west chelsea/hudson yards-kingsbridge heights,14,0,1
morrisania/melrose-tribeca/civic center,12,0,2
greenwich village north-central park,22,0,12
clinton east-two bridges/seward park,4,0,3
central harlem north-corona,1,0,1
jfk airport-kew gardens,23,0,45
greenwich village south-gramercy,7,0,21
jfk airport-manhattanville,10,0,5
upper west side south-midtown north,17,0,339
central harlem north-greenwich village north,11,0,1
long island city/hunters point-old astoria,18,0,1
east harlem south-belmont,18,0,2
meatpacking/west village west-lincoln square west,18,0,24
lincoln square east-lenox hill east,12,0,155
seaport-clinton west,15,0,2
lincoln square west-soho,14,0,12
soho-battery park,14,0,1
coney island-brownsville,15,0,1
central harlem north-greenwich village north,8,0,2
laguardia airport-prospect heights,16,0,29
lenox hill east-battery park city,8,0,49
gramercy-east concourse/concourse village,17,0,1
lenox hill east-bloomingdale,6,0,5
central harlem north-east chelsea,17,0,3
boerum hill-richmond hill,21,0,1
manhattan valley-east concourse/concourse village,15,0,2
clinton west-manhattanville,13,0,3
bensonhurst east-borough park,9,0,2
upper west side north-jfk airport,2,0,1
jfk airport-midwood,8,0,13
lower east side-clinton east,12,0,20
brownsville-middle village,8,0,2
manhattan valley-seaport,17,0,1
hamilton heights-world trade center,11,0,1
lenox hill east-midtown east,21,0,136
bushwick south-park slope,6,0,1
schuylerville/edgewater park-co-op city,8,0,1
morrisania/melrose-lower east side,12,0,1
financial district north-penn station/madison sq west,9,0,14
east harlem south-chinatown,13,0,5
penn station/madison sq west-yorkville west,0,0,44
west village-greenpoint,2,0,12
bedford-prospect-lefferts gardens,11,0,1
hamilton heights-laguardia airport,8,0,6
chinatown-clinton hill,0,0,1
financial district south-world trade center,5,0,1
jfk airport-flatiron,11,0,79
midtown east-tribeca/civic center,23,0,69
jamaica-east harlem south,1,0,1
astoria-sunnyside,17,0,3
bloomingdale-steinway,19,0,1
forest hills-astoria,6,0,2
crown heights north-ocean parkway south,15,0,1
central harlem-lincoln square west,19,0,11
chinatown-tribeca/civic center,16,0,10
laguardia airport-jackson heights,3,0,2
midtown east-long island city/queens plaza,13,0,3
world trade center-bushwick north,15,0,1
penn station/madison sq west-clinton west,14,0,149
times sq/theatre district-clinton hill,22,0,1
penn station/madison sq west-upper west side south,0,0,59
clinton west-meatpacking/west village west,2,0,4
sunnyside-jfk airport,19,0,7
yorkville west-jackson heights,20,0,3
cobble hill-boerum hill,15,0,2
chinatown-lincoln square east,11,0,4
manhattan valley-morningside heights,1,0,6
marine park/floyd bennett field-south ozone park,22,0,1
